siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
900630641,00018,90063064100018,P,2021-04-13,NN,,,2025-12-05T23:10:32.813,true,A,P,,2021-04-13,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00018,2025-12-06T07:57:15.482,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
900704206,00011,90070420600011,O,2021-06-23,NN,,,2025-12-06T04:15:42.211,true,A,O,,2021-06-23,1000,,,F,DIOP,GUEYE,AMINATA,,,,AMINATA,,47.91B,NAFRev2,,,,NN,,00011,2025-12-06T11:24:25.116,PME,2023,,18,,,RUE,DU MUGUET,93420,VILLEPINTE,,93078,,,930780950_B,667566.2803719919,6872740.876236539,A,,,,ROYALLY,47.91B,NAFRev2,N,47.71Y
900727579,00022,90072757900022,O,2025-01-03,NN,,,2025-12-06T01:32:31.791,true,A,O,,2021-06-14,1000,,,F,SAINT GERMAIN,,YMMELINE,ASHLEY,,,YMMELINE,,53.20Z,NAFRev2,,,,NN,,00022,2025-12-06T07:19:13.338,PME,2023,,2,,,RUE,EUGENIE COTTON,93420,VILLEPINTE,,93078,,,930780464_B,666809.09,6872985.6,A,,,,ASHLEY SERVICES,53.20Z,NAFRev2,N,53.20H
900729450,00016,90072945000016,O,2021-07-01,NN,,,2025-12-05T21:25:31.378,true,A,O,,2021-07-01,1000,,,M,DOS SANTOS,,TOME PEDRO,,,,TOME PEDRO,,47.89Z,NAFRev2,,,,NN,,00016,2025-12-06T06:01:48.844,PME,2023,,1,,,RUE,EUGENIE COTTON,93420,VILLEPINTE,,93078,,,930780464_B,666802.1359561426,6873038.020219738,A,,,,,47.89Z,NAFRev2,N,47.12H
900773177,00036,90077317700036,O,2025-09-06,NN,,,2025-10-27T16:59:50.679,false,A,O,,2021-05-18,1000,,,F,NADANASABAPATHY,,YASHVINI,,,,YASHVINI,,68.20A,NAFRev2,,,,NN,,00010,2025-12-06T05:26:47.725,,,IMMEUBLE COTE VILLAGE,21,,,AVENUE,PAUL VAILLANT COUTURIER,93420,VILLEPINTE,,93078,,,930781060_B,665973.01,6872931.63,A,,,,AVENUE VAILLANT COUTURIER VILLEPINTE,68.20A,NAFRev2,N,68.20G
900805169,00019,90080516900019,O,2021-06-21,NN,,,2025-12-06T04:30:32.784,true,A,O,,2021-06-21,1000,,,F,MATMATI,,INES,,,,INES,,47.89Z,NAFRev2,,,,NN,,00019,2025-12-06T11:16:58.223,PME,2023,,10,,,RUE,AFFORTY,93420,VILLEPINTE,,93078,,,930780012_B,667060.4130481093,6874384.0459695,A,,,,,47.89Z,NAFRev2,N,47.12H
900811373,00019,90081137300019,O,2021-03-19,NN,,,2025-12-06T03:39:51.419,true,A,O,,2021-03-19,2110,INDIVISION COSTOSSEQUE / CIADOUX,,,,,,,,,,,68.20A,NAFRev2,,,,NN,,00019,2025-12-06T11:21:58.863,,,,8,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_B,665587.3896338983,6872815.367930096,A,,,,,68.20A,NAFRev2,N,68.20G
900870296,00010,90087029600010,P,2021-05-21,NN,,,2025-12-06T03:01:57.676,true,A,O,,2021-05-21,1000,,,M,LORY,,DOMINIQUE,GASTON,PAUL,,DOMINIQUE,,68.20A,NAFRev2,,,,NN,,00010,2025-12-06T05:36:38.513,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
900870502,00011,90087050200011,P,2021-04-27,NN,,,2025-12-06T03:09:31.34,true,A,P,,2021-04-27,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00011,2025-12-06T05:31:36.326,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
900870510,00014,90087051000014,P,2021-04-13,NN,,,2025-12-06T03:55:24.048,true,A,P,,2021-04-13,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00014,2025-12-06T05:49:56.45,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
900870528,00016,90087052800016,P,2021-05-19,NN,,,2025-12-05T23:06:36.637,true,A,P,,2021-05-19,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00016,2025-12-06T05:17:35.182,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
900944216,00028,90094421600028,O,2023-08-29,NN,,,2025-12-05T19:43:01.397,true,A,O,,2021-07-22,1000,,,M,BAMBA,,VAKABA,,,,VAKABA,,70.22Z,NAFRev2,,,,NN,,00028,2025-12-06T06:40:24.297,PME,2023,"HOTEL LJBEL, FAMILLE FADE",25,,,ALLEE,LOUIS BREGUET,93420,VILLEPINTE,,93078,,,930780833_B,668033.8346381377,6872794.432174427,A,,,,,70.22Z,NAFRev2,N,70.20Y
901084129,00039,90108412900039,O,2024-04-16,NN,,,2025-12-05T16:45:41.527,true,A,O,,2021-06-09,5710,ELEA BY MIRA CONSULTING,,,,,,,,,,,70.22Z,NAFRev2,,N,,01,2023,00039,2025-12-06T07:16:10.006,PME,2023,31/35,,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664220.41,6875004.23,A,,,,,70.22Z,NAFRev2,N,70.20Y
901085662,00012,90108566200012,O,2021-06-01,NN,,,2025-12-06T03:43:34.314,true,A,O,,2021-06-01,5710,LAMAYOR,,,,,,,,,,,59.20Z,NAFRev2,,N,,NN,,00012,2025-12-06T05:25:06.985,PME,2023,,49,,,RUE,DU MANEGE,93420,VILLEPINTE,,93078,,,930780851_B,665393.0,6873669.15,A,STUDIO DES ABEILLES,,,TIME TO RECORD,59.20Z,NAFRev2,O,59.20Y
901094516,00019,90109451600019,O,2021-06-03,NN,,,2025-12-06T04:05:21.164,true,A,O,,2021-06-03,6540,CERGY INVESTMENT,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00019,2025-12-06T07:06:27.101,,,,26,,,RUE,MARINONI,93420,VILLEPINTE,,93078,,,930780870_B,667572.5713410428,6872556.682863372,A,,,,,68.20B,NAFRev2,N,68.20H
901123448,00028,90112344800028,P,2025-09-01,NN,,,2025-09-15T10:19:28.092,true,A,P,,2021-07-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],53.20Z,NAFRev2,,,,NN,,00028,2025-09-15T10:19:28.1,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],53.20Z,NAFRev2,N,53.20H
901131409,00012,90113140900012,O,2021-07-05,NN,,4391BZ,2025-12-06T04:04:10.3,true,A,O,,2021-07-05,1000,,,M,FAGNIARD,,KEVIN,,,,KEVIN,,43.91B,NAFRev2,,,,NN,,00012,2025-12-06T08:18:28.004,PME,2023,,14,,,RUE,DES MESANGES,93420,VILLEPINTE,,93078,,,930780910_B,665544.8309723345,6873526.903109581,A,,,,FAGNIARD,43.91B,NAFRev2,N,43.41H
901179762,00025,90117976200025,O,2026-03-09,NN,,,2026-04-21T14:30:51.724,true,A,O,,2021-07-06,5710,PALAIS DE DATTES,,,,,,,,,,,46.39B,NAFRev2,,N,,01,2023,00025,2026-04-21T14:30:51.734,PME,2023,,18,,24,ALLEE,LOUIS BREGUET,93420,VILLEPINTE,,93078,,,930780833_B,668016.5,6872758.5,A,,,,PALAIS DE DATTES,46.39B,NAFRev2,N,46.39Y
901205542,00011,90120554200011,O,2021-06-14,03,2023,4120AZ,2025-12-06T02:10:02.177,true,A,O,,2021-06-14,5499,O.S,,,,,,,,,,,41.20A,NAFRev2,,N,,03,2023,00011,2025-12-06T07:05:13.565,PME,2023,,22,,,AVENUE,ROBERT BONJEAN,93420,VILLEPINTE,,93078,,,930781200_B,667677.5362652685,6872702.887889362,A,,,,,41.20A,NAFRev2,O,41.00G
901220103,00013,90122010300013,O,2021-04-08,NN,,,2025-12-05T16:38:53.04,true,A,O,,2021-04-08,9220,KINGSLEY GROUP,,,,,,,,,,,88.10A,NAFRev2,W932011759,O,,NN,,00013,2025-12-06T08:07:14.401,,,M. AIGBOVBIOSA KINGSLEY,3,,,PARC,DE LA NOUE,93420,VILLEPINTE,,93078,,,930780975_B,666365.7437187068,6873216.24932193,A,,,,,88.10A,NAFRev2,O,88.10G
901224667,00013,90122466700013,O,2021-07-07,NN,,,2025-12-05T18:28:20.627,true,A,O,,2021-07-07,1000,,,F,FORTIN,,DIANE,,,,DIANE,,70.22Z,NAFRev2,,,,NN,,00013,2025-12-06T10:26:52.012,PME,2023,BATIMENT D4 APPARTEMENT 27,10,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_B,665592.590700916,6872741.718008323,A,,,,MADIANA CONSULTING,70.22Z,NAFRev2,N,70.20Y
901227983,00011,90122798300011,O,2021-07-01,02,2023,4334ZB,2025-12-05T15:24:51.293,true,A,O,,2021-07-01,5499,PDG BAT,,,,,,,,,,,43.34Z,NAFRev2,,N,,02,2023,00011,2025-12-06T05:19:52.19,PME,2023,,50,,,AVENUE,EMILE DAMBEL,93420,VILLEPINTE,,93078,,,930780450_B,666962.4700338945,6872747.408070133,A,,,,,43.34Z,NAFRev2,O,43.34G
901254888,00018,90125488800018,O,2021-04-19,NN,,,2025-12-06T02:39:42.841,true,A,O,,2021-04-19,2110,INDIVISION CACHIA SALAS YVES-ANDRE ET CLAUDIA,,,,,,,,,,,68.20A,NAFRev2,,,,NN,,00018,2025-12-06T10:51:53.304,,,,8,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_B,665587.3896338983,6872815.367930096,A,INDIVISION CACHIA SALAS YVES-ANDRE ET CLAUDIA,,,,68.20A,NAFRev2,N,68.20G
901271130,00022,90127113000022,O,2021-10-11,02,2023,,2025-12-06T04:06:58.174,true,A,O,,2021-06-25,5710,JAPAN MOTORS CAR,,,,,,,,,,,45.11Z,NAFRev2,,N,,02,2023,00022,2025-12-06T07:27:24.943,ETI,2023,,10,,,AVENUE,CHARLES DE GAULLE,93420,VILLEPINTE,,93078,,,930780274_B,667687.2115465614,6873241.63109405,A,JMC,,,JAPAN MOTORS CAR,45.11Z,NAFRev2,O,47.81Y
901327718,00036,90132771800036,O,2022-05-17,02,2023,,2025-12-05T20:06:46.801,true,A,O,,2021-07-06,5710,MARCEAU 8,,,,,,,,,,,66.30Z,NAFRev2,,N,,02,2023,00036,2025-12-06T06:23:38.987,PME,2023,,78,,,ALLEE,DES ERABLES,93420,VILLEPINTE,,93078,,,930780456_B,663236.0989707008,6874968.817087627,A,,,,,66.30Z,NAFRev2,N,66.30Y
901431353,00019,90143135300019,O,2021-07-01,NN,,,2025-12-05T16:33:49.627,true,A,O,,2021-07-01,1000,,,F,EL ASSAOUI,VIAUD,FATIMA,,,,FATIMA,,70.10Z,NAFRev2,,,,NN,,00019,2025-12-06T11:28:41.239,PME,2023,,24,,,RUE,D'ALSACE LORRAINE,93420,VILLEPINTE,,93078,,,930780030_B,667513.3672317603,6872578.144379284,A,,,,EFV CONSULTING,70.10Z,NAFRev2,N,70.10Y
901450114,00011,90145011400011,P,2021-07-01,NN,,,2025-12-05T23:06:17.823,true,A,P,,2021-07-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],85.59B,NAFRev2,,,,NN,,00011,2025-12-06T06:30:28.752,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],85.59B,NAFRev2,N,85.59H
901489815,00018,90148981500018,P,2021-05-20,NN,,,2025-12-05T22:55:53.439,true,A,P,,2021-05-20,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],53.20Z,NAFRev2,,,,NN,,00018,2025-12-06T07:55:38.814,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],53.20Z,NAFRev2,N,53.20H
901531970,00027,90153197000027,O,2022-06-24,02,2023,,2025-12-05T21:08:09.069,true,A,O,,2021-07-12,5710,TRANS CONTACT,,,,,,,,,,,49.41B,NAFRev2,,N,,02,2023,00027,2025-12-06T05:09:41.18,PME,2023,,20,,,AVENUE,CHARLEMAGNE,93420,VILLEPINTE,,93078,,,930780273_B,667190.6070792739,6872954.065947941,A,,,,,49.41B,NAFRev2,O,49.41H
901542035,00018,90154203500018,O,2021-06-21,NN,,,2025-12-06T03:37:56.819,true,A,O,,2021-06-21,5710,MUSCLESDRIVE,,,,,,,,,,,49.32Z,NAFRev2,,N,,NN,,00018,2025-12-06T10:45:03.131,PME,2023,,7,,,RUE,DE TURENNE,93420,VILLEPINTE,,93078,,,930781364_B,667303.3930203796,6873084.206501996,A,,,,,49.32Z,NAFRev2,N,49.33G
901558676,00010,90155867600010,O,2021-07-01,NN,,8211ZP,2025-12-05T22:00:10.206,true,A,O,,2021-07-01,1000,,,F,BENINTENDE,,GRAZIELLA,LYDIE,,,GRAZIELLA,,82.19Z,NAFRev2,,,,NN,,00010,2025-12-06T07:07:26.959,PME,2023,,5,,,AVENUE,EDOUARD BRANLY,93420,VILLEPINTE,,93078,,,930780230_B,667883.4758224147,6871910.285778339,A,,,,,82.19Z,NAFRev2,N,82.10Y
901559773,00022,90155977300022,P,2025-01-16,NN,,,2025-12-05T18:47:46.616,true,A,P,,2021-07-17,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],43.22B,NAFRev2,,,,NN,,00022,2025-12-06T09:22:50.504,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],43.22B,NAFRev2,N,43.22H
901580407,00012,90158040700012,O,2021-06-22,NN,,,2025-12-06T04:09:01.619,true,A,O,,2021-06-22,1000,,,F,LISSER,CHEDDAR,SABRINA,,,,SABRINA,,68.20A,NAFRev2,,,,NN,,00012,2025-12-06T05:27:22.073,,,,43,,,AVENUE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780570_B,667980.9277799422,6871929.206479984,A,,,,,68.20A,NAFRev2,N,68.20G
901580407,00020,90158040700020,O,2022-09-23,NN,,,2025-12-05T21:23:49.236,false,A,O,,2021-06-22,1000,,,F,LISSER,CHEDDAR,SABRINA,,,,SABRINA,,68.20A,NAFRev2,,,,NN,,00012,2025-12-06T05:27:22.073,,,,32,,,AVENUE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780570_B,668059.1299182243,6871924.325839239,A,,,,,68.20A,NAFRev2,N,68.20G
901584664,00014,90158466400014,O,2021-07-20,NN,,,2025-12-05T23:22:13.228,true,A,O,,2021-07-20,5710,STREMEF,,,,,,,,,,,85.59B,NAFRev2,,N,,NN,,00014,2025-12-06T11:11:21.437,PME,2023,,1,,,RUE,FRANCOIS MAURIAC,93420,VILLEPINTE,,93078,,,930780558_B,666759.2011560153,6873072.8522586115,A,,,,,85.59B,NAFRev2,N,85.59H
901601518,00011,90160151800011,O,2021-07-14,NN,,,2025-12-05T23:14:19.96,true,A,O,,2021-07-14,5710,TOP DRIVE,,,,,,,,,,,49.32Z,NAFRev2,,N,,NN,,00011,2025-12-06T08:26:28.162,PME,2023,,,,,ALLEE,NUNGESSER ET COLI,93420,VILLEPINTE,,93078,,,930780983_B,666725.3807464044,6873864.17643792,A,,,,,49.32Z,NAFRev2,O,49.33H
901622803,00012,90162280300012,O,2021-07-12,NN,,,2025-12-05T20:25:33.432,true,A,O,,2021-07-12,5499,DREAM GRILL,,,,,,,,,,,56.10A,NAFRev2,,N,,NN,,00012,2025-12-06T09:23:34.499,PME,2023,,37,,,AVENUE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780570_B,668046.6897651065,6871926.507465615,A,,,,BLOOD GRILL,56.10A,NAFRev2,N,56.11G
901678615,00013,90167861500013,O,2021-07-26,NN,,,2025-12-06T04:32:21.182,true,A,O,,2021-07-26,1000,,,M,KAWAL,,CLEMENT,,,,CLEMENT,,85.51Z,NAFRev2,,,,NN,,00013,2025-12-06T11:21:00.828,PME,2023,,14,,,AVENUE,PIERRE BROSSOLETTE,93420,VILLEPINTE,,93078,,,930781094_B,665304.7269228393,6874224.389516458,A,,,,,85.51Z,NAFRev2,N,85.51Y
901716126,00023,90171612600023,O,2022-06-22,NN,2023,,2025-12-05T21:51:09.923,true,A,O,,2021-07-26,5499,NOURBAT,,,,,,,,,,,41.20A,NAFRev2,,N,,NN,2023,00023,2025-12-06T09:03:27.048,PME,2023,,1,,,AVENUE,DE LA SOURCE,93420,VILLEPINTE,,93078,,,930781320_B,667438.4957905768,6871963.150128447,A,,,,,41.20A,NAFRev2,O,41.00G
901816397,00011,90181639700011,O,2021-07-27,NN,,,2025-12-05T18:40:58.024,true,A,O,,2021-07-27,6540,SCI SDZA,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00011,2025-12-06T10:42:29.026,,,,33,,,ROUTE,DE SEVRAN,93420,VILLEPINTE,,93078,,,930781290_B,665770.4743816169,6872455.083498424,A,,,,,68.20B,NAFRev2,N,68.20H
901872036,00024,90187203600024,P,2025-11-01,NN,,,2025-11-14T13:01:55.597,true,A,P,,2021-08-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],49.41A,NAFRev2,,,,NN,,00024,2025-11-14T13:01:55.601,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],49.41A,NAFRev2,N,49.41G
901928143,00014,90192814300014,O,2021-07-02,NN,,4932ZB,2025-12-06T01:19:20.419,true,A,O,,2021-07-02,5710,WESTERN ERIBO,,,,,,,,,,,49.32Z,NAFRev2,,N,,NN,,00014,2025-12-06T06:30:28.77,PME,2023,,,,,PARC,DE LA NOUE,93420,VILLEPINTE,,93078,,,930780975_B,666365.7437187068,6873216.24932193,A,,,,,49.32Z,NAFRev2,N,49.33H
902006592,00023,90200659200023,P,2026-06-01,NN,,,2026-06-01T16:02:36.316,true,A,P,,2021-08-02,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],96.04Z,NAFRev2,,,,NN,,00023,2026-06-01T16:02:36.325,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],96.04Z,NAFRev2,N,96.22Y
902021773,00012,90202177300012,O,2021-05-14,NN,,,2025-12-06T04:37:42.329,true,A,O,,2021-05-14,6540,SCI MOYA,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00012,2025-12-06T06:20:27.033,,,,8,,,ALLEE,ROSA LUXEMBURG,93420,VILLEPINTE,,93078,,,930781215_B,665177.292098303,6873793.445825843,A,,,,,68.20B,NAFRev2,N,68.20H
902043124,00012,90204312400012,O,2021-07-27,NN,2023,1083ZZ,2025-12-05T20:16:12.528,true,A,O,,2021-07-27,5710,CANOPI COFFEE,,,,,,,,,,,10.83Z,NAFRev2,,N,,01,2023,00012,2025-12-06T05:40:41.945,PME,2023,,8,,,RUE,ROBERT SCHUMANN,93420,VILLEPINTE,,93078,,,930781203_B,666850.814201283,6873940.96776745,A,,,,,10.83Z,NAFRev2,N,10.83Y
902078443,00014,90207844300014,O,2021-08-03,02,2023,4322AZ,2025-12-05T19:17:42.103,true,A,O,,2021-08-03,5499,A.L PLOMBERIE,,,,,,,,,,,43.22A,NAFRev2,,N,,02,2023,00014,2025-12-06T09:09:45.524,PME,2023,,61,,,AVENUE,DU 8 MAI 1945,93420,VILLEPINTE,,93078,,,930780692_B,665477.5724695831,6874011.614460554,A,,,,,43.22A,NAFRev2,O,43.22G
902159326,00013,90215932600013,O,2021-02-02,NN,,,2025-12-05T23:02:57.843,true,A,O,,2021-02-02,1000,,,F,NYARUBONA,,MPANJA,,,,MPANJA,,68.20A,NAFRev2,,,,NN,,00013,2025-12-06T05:44:45.043,,,"B401, 4 ETAGE, BATIMENT B",10,,,ALLEE,CEDRES,93420,VILLEPINTE,,93078,,,930780259_B,665588.4149204202,6872815.361828851,A,,,,,68.20A,NAFRev2,N,68.20G
902171727,00032,90217172700032,O,2024-01-22,NN,,,2025-12-05T17:43:35.798,true,A,O,,2021-09-01,5499,ITINC SERVICES,,,,,,,,,,,62.02A,NAFRev2,,N,,01,2023,00032,2025-12-06T10:05:49.476,PME,2023,,10,,,AVENUE,PARMENTIER,93420,VILLEPINTE,,93078,,,930781020_B,667959.5,6872080.45,A,,,,ITINC SERVICES,62.02A,NAFRev2,O,62.20G
902280833,00010,90228083300010,O,2021-01-15,NN,,,2025-12-05T21:51:20.257,true,A,O,,2021-01-15,1000,,,M,AZAM,,PHILIPPE,MARIE,FRANCOIS,,PHILIPPE,,68.20A,NAFRev2,,,,NN,,00010,2025-12-06T05:29:03.855,,,,8,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_B,665587.3896338983,6872815.367930096,A,,,,,68.20A,NAFRev2,N,68.20G
902283068,00010,90228306800010,O,2021-06-21,NN,,,2025-12-06T04:11:33.415,true,A,O,,2021-06-21,6540,SCI FX,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00010,2025-12-06T06:28:33.025,,,,79,,,RUE,CLAUDE NICOLAS LEDOUX,93420,VILLEPINTE,,93078,,,930780325_B,667028.6340437931,6874036.924248631,A,,,,,68.20B,NAFRev2,N,68.20H
902289636,00018,90228963600018,O,2021-08-04,NN,,,2025-12-06T04:20:00.857,true,A,O,,2021-08-04,9220,HARD WORK DEDICATION,,,,,,,,,,,93.12Z,NAFRev2,W932011917,O,,NN,,00018,2025-12-06T08:55:44.891,,,,48,,,RUE,LOUISE LABE,93420,VILLEPINTE,,93078,,,930780837_B,666990.269226343,6874563.269068798,A,,,,,93.12Z,NAFRev2,N,93.12Y
902409358,00014,90240935800014,O,2021-09-01,NN,,,2025-12-06T00:31:20.767,true,A,O,,2021-09-01,1000,,,M,GAUTHE,,ROMAIN,,,,ROMAIN,,42.22Z,NAFRev2,,,,NN,,00014,2025-12-06T10:44:03.745,PME,2023,,10,,,ALLEE,CEDRES,93420,VILLEPINTE,,93078,,,930780259_B,665588.4149204202,6872815.361828851,A,,,,,42.22Z,NAFRev2,N,42.22Y
902471358,00017,90247135800017,O,2021-08-30,11,2023,,2025-12-06T04:07:10.948,true,A,O,,2021-08-30,5499,GAMM EVENTS,,,,,,,,,,,82.30Z,NAFRev2,,N,,11,2023,00017,2025-12-06T07:53:10.076,PME,2023,,15,,,AV,DU DIX HUIT JUIN 1940,93420,VILLEPINTE,,93078,,,930780421_C,,,A,,,,,82.30Z,NAFRev2,O,82.30Y
902509553,00027,90250955300027,O,2021-12-17,NN,,,2025-12-06T00:52:20.184,false,A,O,,2021-08-24,1000,,,M,KABE,,ABDULAYE,,,,ABDULAYE,,53.20Z,NAFRev2,,,,NN,,00019,2025-12-06T09:41:25.861,PME,2023,,16,,,AVENUE,PAUL VAILLANT COUTURIER,93420,VILLEPINTE,,93078,,,930781060_B,665967.5181823549,6872981.708112206,A,,,,,53.20Z,NAFRev2,N,53.20H
902518414,00013,90251841400013,P,2021-09-01,NN,,,2026-01-08T08:18:49.309,true,A,P,,2021-09-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],49.32Z,NAFRev2,,,,NN,,00013,2026-01-08T08:18:49.299,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],49.32Z,NAFRev2,N,49.33H
902554575,00024,90255457500024,O,2025-03-15,NN,,,2025-12-06T01:05:31.23,true,A,O,,2021-07-20,1000,,,M,TIDOR,,BILLY,,,,BILLY,,53.20Z,NAFRev2,,,,NN,,00024,2025-12-06T09:27:21.939,PME,2023,,12,,,BOULEVARD,PEPINIERE,93420,VILLEPINTE,,93078,,,930781067_C,,,A,,,,,53.20Z,NAFRev2,N,53.20H
902613124,00012,90261312400012,O,2021-08-24,NN,,,2025-12-05T17:23:55.723,true,A,O,,2021-08-24,6540,KTE CIE,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00012,2025-12-06T10:55:09.251,,,,21,,,AVENUE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780570_B,668103.2970429681,6871844.347523971,A,,,,,68.20B,NAFRev2,N,68.20H
902729995,00016,90272999500016,O,2021-08-17,NN,,,2025-12-05T16:32:31.067,true,A,O,,2021-08-17,6540,SCI DJEBOU,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00016,2025-12-06T09:40:46.705,,,,4,,,RUE,GUTENBERG,93420,VILLEPINTE,,93078,,,930780640_B,667798.5043268759,6871975.480076474,A,,,,,68.20B,NAFRev2,N,68.20H
902737030,00020,90273703000020,O,2023-12-15,NN,,,2025-12-05T22:15:40.73,true,A,O,,2021-09-01,5710,SLR ELEC,,,,,,,,,,,43.21A,NAFRev2,,N,,NN,,00020,2025-12-06T07:41:49.161,PME,2023,,18,,,AVENUE,EMILE DAMBEL,93420,VILLEPINTE,,93078,,,930780450_B,666734.9253133046,6873003.042638112,A,,,,SLR ELEC,43.21A,NAFRev2,N,43.21G
